"Notes"	"Month"	"Month Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Oct., 2019"	"2019/10"	"Connecticut"	"09"	81	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Delaware"	"10"	30	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"District of Columbia"	"11"	26	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Florida"	"12"	523	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Georgia"	"13"	102	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Hawaii"	"15"	23	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Idaho"	"16"	26	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Illinois"	"17"	232	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Indiana"	"18"	170	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Iowa"	"19"	27	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Kansas"	"20"	18	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Kentucky"	"21"	130	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Louisiana"	"22"	141	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Maine"	"23"	48	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Maryland"	"24"	190	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Massachusetts"	"25"	202	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Michigan"	"26"	210	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Minnesota"	"27"	66	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Mississippi"	"28"	32	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Missouri"	"29"	139	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Nebraska"	"31"	10	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Nevada"	"32"	36	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"New Hampshire"	"33"	36	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"New Jersey"	"34"	256	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"New Mexico"	"35"	50	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"New York"	"36"	326	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"North Carolina"	"37"	190	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Ohio"	"39"	370	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Oklahoma"	"40"	56	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Oregon"	"41"	39	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Pennsylvania"	"42"	360	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Rhode Island"	"44"	22	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"South Carolina"	"45"	96	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Tennessee"	"47"	185	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Texas"	"48"	267	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Utah"	"49"	50	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Vermont"	"50"	13	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Virginia"	"51"	158	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Washington"	"53"	101	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"West Virginia"	"54"	78	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Wisconsin"	"55"	96	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Alabama"	"01"	58	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Arizona"	"04"	154	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Arkansas"	"05"	30	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"California"	"06"	539	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Colorado"	"08"	90	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Connecticut"	"09"	98	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Delaware"	"10"	31	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"District of Columbia"	"11"	26	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Florida"	"12"	494	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Georgia"	"13"	111	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Hawaii"	"15"	17	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Idaho"	"16"	26	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Illinois"	"17"	255	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Indiana"	"18"	136	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Iowa"	"19"	30	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Kansas"	"20"	32	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Kentucky"	"21"	126	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Louisiana"	"22"	132	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Maine"	"23"	26	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Maryland"	"24"	194	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Massachusetts"	"25"	192	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Michigan"	"26"	227	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Minnesota"	"27"	62	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Mississippi"	"28"	32	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Missouri"	"29"	139	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Montana"	"30"	12	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Nebraska"	"31"	17	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Nevada"	"32"	43	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"New Hampshire"	"33"	29	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"New Jersey"	"34"	265	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"New Mexico"	"35"	48	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"New York"	"36"	297	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"North Carolina"	"37"	175	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"North Dakota"	"38"	11	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Ohio"	"39"	408	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Oklahoma"	"40"	62	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Oregon"	"41"	53	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Pennsylvania"	"42"	385	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Rhode Island"	"44"	22	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"South Carolina"	"45"	98	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Tennessee"	"47"	194	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Texas"	"48"	283	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Utah"	"49"	59	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Virginia"	"51"	139	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Washington"	"53"	99	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"West Virginia"	"54"	88	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2019"	"2019/11"	"Wisconsin"	"55"	103	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Alabama"	"01"	70	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Arizona"	"04"	169	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Arkansas"	"05"	32	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"California"	"06"	529	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Colorado"	"08"	124	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Connecticut"	"09"	109	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Delaware"	"10"	47	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"District of Columbia"	"11"	40	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Florida"	"12"	469	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Georgia"	"13"	114	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Hawaii"	"15"	21	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Idaho"	"16"	24	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Illinois"	"17"	287	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Indiana"	"18"	148	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Iowa"	"19"	39	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Kansas"	"20"	26	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Kentucky"	"21"	147	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Louisiana"	"22"	120	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Maine"	"23"	24	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Maryland"	"24"	179	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Massachusetts"	"25"	186	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Michigan"	"26"	194	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Minnesota"	"27"	74	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Mississippi"	"28"	33	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Missouri"	"29"	155	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Montana"	"30"	10	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Nebraska"	"31"	12	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Nevada"	"32"	53	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"New Hampshire"	"33"	52	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"New Jersey"	"34"	266	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"New Mexico"	"35"	53	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"New York"	"36"	309	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"North Carolina"	"37"	155	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Ohio"	"39"	352	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Oklahoma"	"40"	57	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Oregon"	"41"	55	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Pennsylvania"	"42"	425	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Rhode Island"	"44"	28	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"South Carolina"	"45"	108	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Tennessee"	"47"	174	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Texas"	"48"	292	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Utah"	"49"	46	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Vermont"	"50"	17	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Virginia"	"51"	138	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Washington"	"53"	115	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"West Virginia"	"54"	79	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Wisconsin"	"55"	111	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2019"	"2019/12"	"Wyoming"	"56"	11	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Alabama"	"01"	57	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Alaska"	"02"	16	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Arizona"	"04"	185	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Arkansas"	"05"	49	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"California"	"06"	589	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Colorado"	"08"	112	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Connecticut"	"09"	116	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Delaware"	"10"	35	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"District of Columbia"	"11"	39	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Florida"	"12"	523	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Georgia"	"13"	123	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Hawaii"	"15"	16	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Idaho"	"16"	19	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Illinois"	"17"	268	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Indiana"	"18"	168	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Iowa"	"19"	23	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Kansas"	"20"	46	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Kentucky"	"21"	121	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Louisiana"	"22"	116	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Maine"	"23"	44	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Maryland"	"24"	192	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Massachusetts"	"25"	157	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Michigan"	"26"	184	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Minnesota"	"27"	70	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Mississippi"	"28"	35	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Missouri"	"29"	140	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Montana"	"30"	14	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Nebraska"	"31"	14	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Nevada"	"32"	50	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"New Hampshire"	"33"	33	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"New Jersey"	"34"	255	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"New Mexico"	"35"	52	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"New York"	"36"	354	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"North Carolina"	"37"	220	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Ohio"	"39"	353	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Oklahoma"	"40"	41	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Oregon"	"41"	57	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Pennsylvania"	"42"	390	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Rhode Island"	"44"	35	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"South Carolina"	"45"	115	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Tennessee"	"47"	198	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Texas"	"48"	300	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Utah"	"49"	48	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Vermont"	"50"	13	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Virginia"	"51"	161	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Washington"	"53"	126	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"West Virginia"	"54"	82	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2020"	"2020/01"	"Wisconsin"	"55"	113	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Alabama"	"01"	71	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Alaska"	"02"	11	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Arizona"	"04"	153	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Arkansas"	"05"	39	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"California"	"06"	589	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Colorado"	"08"	95	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Connecticut"	"09"	93	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Delaware"	"10"	43	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"District of Columbia"	"11"	37	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Florida"	"12"	510	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Georgia"	"13"	140	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Hawaii"	"15"	15	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Idaho"	"16"	25	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Illinois"	"17"	276	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Indiana"	"18"	161	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Iowa"	"19"	41	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Kansas"	"20"	33	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Kentucky"	"21"	147	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Louisiana"	"22"	103	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Maine"	"23"	42	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Maryland"	"24"	207	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Massachusetts"	"25"	190	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Michigan"	"26"	208	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Minnesota"	"27"	64	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Mississippi"	"28"	39	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Missouri"	"29"	150	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Montana"	"30"	11	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Nebraska"	"31"	14	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Nevada"	"32"	52	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"New Hampshire"	"33"	35	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"New Jersey"	"34"	223	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"New Mexico"	"35"	50	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"New York"	"36"	364	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"North Carolina"	"37"	232	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"North Dakota"	"38"	12	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Ohio"	"39"	353	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Oklahoma"	"40"	46	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Oregon"	"41"	48	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Pennsylvania"	"42"	363	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Rhode Island"	"44"	27	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"South Carolina"	"45"	113	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Tennessee"	"47"	174	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Texas"	"48"	273	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Utah"	"49"	44	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Virginia"	"51"	130	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Washington"	"53"	109	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"West Virginia"	"54"	76	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2020"	"2020/02"	"Wisconsin"	"55"	134	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2020"	"2020/03"	"Alabama"	"01"	95	Not Applicable	Not Applicable	Not Applicable
